asset_tag,asset_name,category,status,location,item_lifespan,disposal_method,acquisition_date
IL-LTP-N/A-001,LAPTOP (ACER),LAPTOP (ACER),In Storage,PAD,5,,
IL-LTP-N/A-002,LAPTOP (ACER),LAPTOP (ACER),Assigned,ROOM 306,5,,
IL-LTP-N/A-003,LAPTOP (LENOVO),LAPTOP (LENOVO),Assigned,303/BRIEFING,5,,
IL-LTP-N/A-004,LAPTOP (HP),LAPTOP (HP),Assigned,ROOM302/CARGO,5,,
IL-LTP-N/A-005,LAPTOP (HP),LAPTOP (HP),Assigned,ROOM302/CARGO,5,,
IL-LTP-N/A-006,LAPTOP (HP),LAPTOP (HP),Assigned,ROOM302/CARGO,5,,
IL-LTP-N/A-007,LAPTOP (HP),LAPTOP (HP),Assigned,ROOM302/CARGO,5,,
IL-LTP-N/A-008,LAPTOP (HP),LAPTOP (HP),Assigned,ROOM302/CARGO,5,,
IL-LTP-N/A-009,LAPTOP (HP),LAPTOP (HP),Assigned,ROOM302/CARGO,5,,
IL-LTP-N/A-010,LAPTOP (ACER),LAPTOP (ACER),Assigned,ROOM 201,5,,
IL-LTP-N/A-011,LAPTOP(ACER),LAPTOP(ACER),Assigned,TRAINING/ONLINE,5,,
IL-LTP-N/A-012,LAPTOP(ACER),LAPTOP(ACER),Assigned,TRAINING/ONLINE,5,,
IL-LTP-N/A-013,LAPTOP (ACER),LAPTOP (ACER),Assigned,TRAINING,5,,
IL-LTP-N/A-014,LAPTOP (ACER),LAPTOP (ACER),Assigned,Core Service Manager,5,,
IL-LTP-N/A-015,LAPTOP (DELL),LAPTOP (DELL),Assigned,101/LCHS,5,,
IL-LTP-N/A-016,LAPTOP (ACER),LAPTOP (ACER),Assigned,101/LCHS,5,,
IL-LTP-N/A-017,LAPTOP (ACER),LAPTOP (ACER),Assigned,101/LCHS,5,,
IL-LTP-N/A-018,LAPTOP (DELL),LAPTOP (DELL),Assigned,101/LCHS,5,,
IL-LTP-N/A-019,LAPTOP (DELL),LAPTOP (DELL),Assigned,101/LCHS,5,,
IL-LTP-N/A-020,LAPTOP (DELL),LAPTOP (DELL),Assigned,101/LCHS,5,,
IL-LTP-N/A-021,LAPTOP (ACER),LAPTOP (ACER),Assigned,101/LCHS,5,,
IL-LTP-2024-022,LAPTOP (ACER),LAPTOP (ACER),Assigned,Core Service Manager,5,,
IL-LTP-N/A-023,Laptop(ACER),Laptop(ACER),Assigned,Quality Assurance,5,,
IL-LTP-N/A-024,Laptop(Lenovo),Laptop(Lenovo),Assigned,Admin,5,,
IL-LTP-N/A-025,LAPTOP(ACER),LAPTOP(ACER),Assigned,TD SUPERVISOR,5,,
IL-LTP-N/A-026,Laptop(ACER),Laptop(ACER),Assigned,Service Support,5,,
IL-LTP-N/A-027,Laptop(ASUS),Laptop(ASUS),Assigned,Registration,5,,
IL-LTP-N/A-028,Laptop(Lenovo),Laptop(Lenovo),Assigned,MARKETING,5,,
IL-LTP-N/A-029,Laptop(ASUS),Laptop(ASUS),Assigned,MARKETING,5,,
IL-LTP-N/A-030,Laptop(ACER),Laptop(ACER),Assigned,MARKETING,5,,
IL-LTP-N/A-031,LAPTOP(ACER),LAPTOP(ACER),Assigned,MARKETING,5,,
IL-LTP-N/A-032,Laptop(ACER),Laptop(ACER),Assigned,HR,5,,
IL-LTP-N/A-033,Laptop(Lenovo),Laptop(Lenovo),Assigned,Finance,5,,
IL-LTP-N/A-034,Laptop(ACER),Laptop(ACER),Assigned,Registration,5,,
IL-LTP-N/A-035,Laptop(ACER),Laptop(ACER),Assigned,Registration,5,,
IL-LTP-N/A-036,LAPTOP(Lenovo),LAPTOP(Lenovo),Assigned,REGISTRATION,5,,
IL-LTP-N/A-037,LAPTOP(Dell),LAPTOP(Dell),Assigned,REGISTRATION,5,,
PO-LTP-N/A-002,Laptop(ACER),Laptop(ACER),Assigned,ADMIN POTOTAN SITE,5,,
PO-LTP-N/A-001,LAPTOP(Dell),LAPTOP(Dell),Assigned,ADMIN POTOTAN SITE,5,,
PO-LTP-N/A-004,Laptop(ACER),Laptop(ACER),Assigned,ADMIN POTOTAN SITE,5,,
PO-LTP-N/A-003,Laptop(LENOVO),Laptop(LENOVO),Assigned,ADMIN POTOTAN SITE,5,,
IL-LTP-N/A-042,Laptop(LENOVO),Laptop(LENOVO),Assigned,Finance,5,,
IL-LTP-N/A-043,Laptop(???),Laptop(???),Assigned,MARKETING,5,,
IL-MTR-N/A-001,Monitor (ACER),Monitor (ACER),Assigned,PAD DEPT,5,,
IL-MTR-N/A-002,Monitor (DELL),Monitor (DELL),Assigned,PAD DEPT,5,,
IL-MTR-N/A-003,Monitor (NVISION),Monitor (NVISION),Assigned,ROOM 302,5,,
IL-MTR-N/A-004,Monitor (AOC),Monitor (AOC),Assigned,ROOM 203,5,,
IL-MTR-N/A-005,Monitor (BENQ),Monitor (BENQ),Assigned,ROOM 204,5,,
IL-MTR-N/A-006,MONITOR (DELL),MONITOR (DELL),Assigned,ERS INSTRUCTOR,5,,
IL-MTR-N/A-007,MONITOR(DELL),MONITOR(DELL),Assigned,ERS INSTRUCTOR,5,,
IL-MTR-N/A-008,MONITOR (DELL),MONITOR (DELL),Assigned,ERS Station 1,5,,
IL-MTR-N/A-009,MONITOR (DELL),MONITOR (DELL),Assigned,ERS Station 1,5,,
IL-MTR-N/A-010,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 2,5,,
IL-MTR-N/A-011,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 2,5,,
IL-MTR-N/A-012,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 3,5,,
IL-MTR-N/A-013,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 3,5,,
IL-MTR-N/A-014,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 4,5,,
IL-MTR-N/A-015,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 4,5,,
IL-MTR-N/A-016,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 5,5,,
IL-MTR-N/A-017,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 5,5,,
IL-MTR-N/A-018,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 6,5,,
IL-MTR-N/A-019,Monitor (DELL),Monitor (DELL),Assigned,ERS Station 6,5,,
IL-MTR-N/A-020,Monitor (AOC),Monitor (AOC),Assigned,ERS Station 7,5,,
IL-MTR-N/A-021,Monitor (AOC),Monitor (AOC),Assigned,ERS Station 7,5,,
IL-MTR-N/A-022,Monitor (INPLAY),Monitor (INPLAY),Assigned,ERS Station 8,5,,
IL-MTR-N/A-023,Monitor (INPLAY),Monitor (INPLAY),Assigned,ERS Station 8,5,,
IL-MTR-N/A-024,MONITOR (AOC),MONITOR (AOC),Assigned,ERS Station 8,5,,
IL-MTR-N/A-025,MONITOR (AOC),MONITOR (AOC),Assigned,ERS Station 8,5,,
IL-MTR-N/A-026,MONITOR (ACER),MONITOR (ACER),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-027,MONITOR (ACER),MONITOR (ACER),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-028,MONITOR (ACER),MONITOR (ACER),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-029,MONITOR (ACER),MONITOR (ACER),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-030,MONITOR (ACER),MONITOR (ACER),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-031,MONITOR (AOC),MONITOR (AOC),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-032,MONITOR (AOC),MONITOR (AOC),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-033,MONITOR (AOC),MONITOR (AOC),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-034,MONITOR (AOC),MONITOR (AOC),Assigned,INSTRUCTOR BRIDGE,5,,
IL-MTR-N/A-035,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 1,5,,
IL-MTR-N/A-036,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 1,5,,
IL-MTR-N/A-037,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 1,5,,
IL-MTR-N/A-038,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 2,5,,
IL-MTR-N/A-039,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 2,5,,
IL-MTR-N/A-040,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 3,5,,
IL-MTR-N/A-041,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 3,5,,
IL-MTR-N/A-042,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 3,5,,
IL-MTR-N/A-043,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 4,5,,
IL-MTR-N/A-044,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 4,5,,
IL-MTR-N/A-045,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 4,5,,
IL-MTR-N/A-046,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 5,5,,
IL-MTR-N/A-047,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 5,5,,
IL-MTR-N/A-048,MONITOR (DELL),MONITOR (DELL),Assigned,BRIDGE 5,5,,
IL-MTR-N/A-049,MONITOR(AOC),MONITOR(AOC),Assigned,FMB,5,,
IL-MTR-N/A-050,MONITOR(AOC),MONITOR(AOC),Assigned,FMB,5,,
IL-MTR-N/A-051,MONITOR(AOC),MONITOR(AOC),Assigned,FMB,5,,
IL-MTR-N/A-052,MONITOR(AOC),MONITOR(AOC),Assigned,FMB,5,,
IL-MTR-N/A-053,MONITOR(AOC),MONITOR(AOC),Assigned,FMB,5,,
IL-MTR-N/A-054,MONITOR(AOC),MONITOR(AOC),Assigned,FMB,5,,
IL-MTR-N/A-055,MONITOR (AOC),MONITOR (AOC),Assigned,TRAINING,5,,
IL-MTR-N/A-056,MONITOR (AOC),MONITOR (AOC),Assigned,TRAINING,5,,
IL-MTR-N/A-057,MONITOR (AOC),MONITOR (AOC),Assigned,ROOM 101,5,,
IL-MTR-N/A-058,MONITOR (AOC),MONITOR (AOC),Assigned,ROOM 102,5,,
IL-MTR-N/A-059,MONITOR (AOC),MONITOR (AOC),Assigned,ROOM 103,5,,
IL-MTR-N/A-060,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-061,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-062,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-063,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-064,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-065,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-066,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-067,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-068,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-069,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-070,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-071,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-072,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-073,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-074,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-075,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-076,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-077,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-078,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-079,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-080,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-081,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-082,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-083,MONITOR (NVSION),MONITOR (NVSION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-084,MONITOR (NVISION),MONITOR (NVISION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-085,MONITOR (NVISION),MONITOR (NVISION),Assigned,ROOM103/LCHS,5,,
IL-MTR-N/A-086,MONITOR (AOC),MONITOR (AOC),Assigned,ROOM 104,5,,
IL-MTR-N/A-087,MONITOR (AOC),MONITOR (AOC),Assigned,ROOM 105,5,,
IL-MTR-N/A-088,MONITOR (AOC),MONITOR (AOC),Assigned,ROOM 106,5,,
IL-MTR-N/A-089,MONITOR (NVISION),MONITOR (NVISION),Assigned,ROOM 107,5,,
IL-MTR-N/A-090,MONITOR (NVISION),MONITOR (NVISION),Assigned,ROOM 108,5,,
IL-MTR-N/A-091,MONITOR(AOC),MONITOR(AOC),Assigned,TRAINING,5,,
IL-MTR-N/A-092,MONITOR(ACER),MONITOR(ACER),Assigned,ADMIN,5,,
IL-MTR-N/A-093,MONITOR(ACER),MONITOR(ACER),Assigned,ADMIN,5,,
IL-MTR-N/A-094,MONITOR(ACER),MONITOR(ACER),Assigned,CASHIER,5,,
IL-MTR-N/A-095,MONITOR(BENQ),MONITOR(BENQ),Assigned,FINANCE,5,,
IL-MTR-N/A-096,MONITOR(Dell),MONITOR(Dell),Assigned,FINANCE,5,,
IL-MTR-N/A-097,MONITOR(N-VISSION),MONITOR(N-VISSION),Assigned,IT/CCTV,5,,
IL-MTR-N/A-098,MONITOR(ACER),MONITOR(ACER),Assigned,REGISTRATION,5,,
IL-MTR-N/A-099,MONITOR(ACER),MONITOR(ACER),Assigned,REGISTRATION,5,,
IL-MTR-N/A-100,MONITOR(BenQ),MONITOR(BenQ),Assigned,REGISTRATION,5,,
IL-MTR-N/A-101,MONITOR(BenQ),MONITOR(BenQ),Assigned,REGISTRATION,5,,
IL-MTR-N/A-102,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,101-ANNEX,5,,
IL-MTR-N/A-103,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,102-ANNEX,5,,
IL-MTR-N/A-104,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,103-ANNEX,5,,
IL-MTR-N/A-105,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,104-ANNEX,5,,
IL-MTR-N/A-106,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,105-ANNEX,5,,
IL-MTR-N/A-107,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,106-ANNEX,5,,
IL-MTR-N/A-108,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,107-ANNEX,5,,
IL-MTR-N/A-109,MONITOR(BenQ),MONITOR(BenQ),Assigned,TRAINING-ANNEX,5,,
IL-MTR-N/A-110,MONITOR(BenQ),MONITOR(BenQ),Assigned,REGISTRATION,5,,
IL-MTR-N/A-111,MONITOR(ACER),MONITOR(ACER),Assigned,REGISTRATION,5,,
IL-MTR-N/A-159,MONITOR(DELL),MONITOR(DELL),Assigned,BRDIGE 2,5,,
IL-MTR-N/A-160,MONITOR (AOC),MONITOR (AOC),Assigned,FMB,5,,
IL-MTR-N/A-161,MONITOR (AOC),MONITOR (AOC),Assigned,FMB,5,,
IL-MTR-N/A-162,MONITOR(DELL),MONITOR(DELL),Assigned,PAD SERVER,5,,
IL-MTR-N/A-163,MONITOR(DELL),MONITOR(DELL),Assigned,PAD SERVER,5,,
IL-MTR-N/A-164,MONITOR(DELL),MONITOR(DELL),Assigned,PAD SERVER,5,,
IL-MTR-N/A-165,MONITOR (AOC),MONITOR (AOC),Assigned,PAD SERVER,5,,
IL-MTR-N/A-166,MONITOR (AOC),MONITOR (AOC),Assigned,PAD SERVER,5,,
IL-MTR-N/A-167,MONITOR(ACER),MONITOR(ACER),Assigned,PAD SERVER,5,,
IL-MTR-N/A-168,MONITOR(AOPEN),MONITOR(AOPEN),Assigned,PAD SERVER,5,,
IL-MTR-N/A-169,MONITOR (AOC),MONITOR (AOC),Assigned,ECDIS SERVER,5,,
IL-MTR-N/A-170,MONITOR (AOC),MONITOR (AOC),Assigned,ECDIS SERVER,5,,
IL-MTR-N/A-171,MONITOR(DELL),MONITOR(DELL),Assigned,ECDIS SERVER,5,,
IL-MTR-N/A-172,MONITOR(ACER),MONITOR(ACER),Assigned,ECDIS SERVER,5,,
IL-MTR-N/A-173,MONITOR(ACER),MONITOR(ACER),Assigned,ECDIS SERVER,5,,
IL-MTR-N/A-174,MONITOR(ACER),MONITOR(ACER),Assigned,ANNEX SERVER,5,,
IL-MTR-N/A-175,MONITOR(ACER),MONITOR(ACER),Assigned,ANNEX SERVER,5,,
IL-MTR-N/A-176,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,POTOTAN SITE,5,,
IL-MTR-N/A-177,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,POTOTAN SITE,5,,
IL-MTR-N/A-178,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,POTOTAN SITE,5,,
IL-MTR-N/A-179,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,POTOTAN SITE,5,,
IL-MTR-N/A-180,MONITOR (BENQ),MONITOR (BENQ),Assigned,ROOM 101 SITE,5,,
IL-MTR-N/A-181,MONITOR ( ACER ),MONITOR ( ACER ),Assigned,ROOM 102 SITE,5,,
IL-MTR-N/A-183,MONITOR(N-VISION),MONITOR(N-VISION),Assigned,AMANG'S,5,,
IL-MTR-2025-184,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-MTR-2025-185,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-MTR-2025-186,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-MTR-2025-187,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-MTR-2025-188,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-MTR-2025-189,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-MTR-2025-190,MONITOR(ACER),MONITOR(ACER),Assigned,108 - IGF SIMULATOR,5,,
IL-CPU-N/A-001,System Unit,System Unit,Assigned,PAD DEPT,5,,
IL-CPU-N/A-002,System Unit,System Unit,Assigned,PAD DEPT,5,,
IL-CPU-N/A-003,System Unit,System Unit,Assigned,ROOM 302,5,,
IL-CPU-N/A-004,System Unit,System Unit,Assigned,ROOM 203,5,,
IL-CPU-N/A-005,System Unit,System Unit,Assigned,ROOM 204,5,,
IL-CPU-N/A-006,SYSTEM UNIT,SYSTEM UNIT,Assigned,ERS INSTRUCTOR,5,,
IL-CPU-N/A-007,System Unit,System Unit,Assigned,ERS Station 1,5,,
IL-CPU-N/A-008,System Unit,System Unit,Assigned,ERS Station 2,5,,
IL-CPU-N/A-009,System Unit,System Unit,Assigned,ERS Station 3,5,,
IL-CPU-N/A-010,System Unit,System Unit,Assigned,ERS Station 4,5,,
IL-CPU-N/A-011,System Unit,System Unit,Assigned,ERS Station 5,5,,
IL-CPU-N/A-012,System Unit,System Unit,Assigned,ERS Station 6,5,,
IL-CPU-N/A-013,System Unit,System Unit,Assigned,ERS Station 7,5,,
IL-CPU-N/A-014,System Unit,System Unit,Assigned,ERS Station 8,5,,
IL-CPU-N/A-015,SYSTEM UNIT,SYSTEM UNIT,Assigned,INSTRUCTOR BRIDGE,5,,
IL-CPU-N/A-016,SYSTEM UNIT,SYSTEM UNIT,Assigned,INSTRUCTOR BRIDGE,5,,
IL-CPU-N/A-017,SYSTEM UNIT,SYSTEM UNIT,Assigned,INSTRUCTOR BRIDGE,5,,
IL-CPU-N/A-018,SYSTEM UNIT,SYSTEM UNIT,Assigned,INSTRUCTOR BRIDGE,5,,
IL-CPU-N/A-019,SYSTEM UNIT,SYSTEM UNIT,Assigned,INSTRUCTOR BRIDGE,5,,
IL-CPU-N/A-020,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 1,5,,
IL-CPU-N/A-021,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 1,5,,
IL-CPU-N/A-022,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 1,5,,
IL-CPU-N/A-023,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 1,5,,
IL-CPU-N/A-024,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 2,5,,
IL-CPU-N/A-025,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 2,5,,
IL-CPU-N/A-026,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 2,5,,
IL-CPU-N/A-027,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 2,5,,
IL-CPU-N/A-028,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 3,5,,
IL-CPU-N/A-029,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 3,5,,
IL-CPU-N/A-030,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 3,5,,
IL-CPU-N/A-031,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 3,5,,
IL-CPU-N/A-032,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 4,5,,
IL-CPU-N/A-033,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 4,5,,
IL-CPU-N/A-034,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 4,5,,
IL-CPU-N/A-035,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 4,5,,
IL-CPU-N/A-036,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 5,5,,
IL-CPU-N/A-037,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 5,5,,
IL-CPU-N/A-038,SYSTEM UNIT,SYSTEM UNIT,Assigned,BRIDGE 5,5,,
IL-CPU-N/A-039,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-040,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-041,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-042,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-043,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-044,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-045,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-046,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-047,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-048,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-049,SYSTEM UNIT,SYSTEM UNIT,Assigned,FMB,5,,
IL-CPU-N/A-050,SYSTEM UNIT,SYSTEM UNIT,Assigned,TRAINING,5,,
IL-CPU-N/A-051,SYSTEM UNIT,SYSTEM UNIT,Assigned,TRAINING,5,,
IL-CPU-N/A-052,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 101,5,,
IL-CPU-N/A-053,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 102,5,,
IL-CPU-N/A-054,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 103,5,,
IL-CPU-N/A-055,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM103/LCHS,5,,
IL-CPU-N/A-056,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM103/LCHS,5,,
IL-CPU-N/A-057,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM103/LCHS,5,,
IL-CPU-N/A-058,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM103/LCHS,5,,
IL-CPU-N/A-059,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM103/LCHS,5,,
IL-CPU-N/A-060,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 104,5,,
IL-CPU-N/A-061,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 105,5,,
IL-CPU-N/A-062,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 106,5,,
IL-CPU-N/A-063,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 107,5,,
IL-CPU-N/A-064,SYSTEM UNIT,SYSTEM UNIT,Assigned,ROOM 108,5,,
IL-CPU-N/A-065,SYSTEM UNIT,SYSTEM UNIT,Assigned,TRAINING,5,,
IL-CPU-N/A-066,SYSTEM UNIT,SYSTEM UNIT,Assigned,ADMIN,5,,
IL-CPU-N/A-067,SYSTEM UNIT,SYSTEM UNIT,Assigned,ADMIN,5,,
IL-CPU-N/A-068,SYSTEM UNIT,SYSTEM UNIT,Assigned,CASHIER,5,,
IL-CPU-N/A-069,SYSTEM UNIT,SYSTEM UNIT,Assigned,FINANCE,5,,
IL-CPU-N/A-070,SYSTEM UNIT,SYSTEM UNIT,Assigned,Amangs,5,,
IL-CPU-N/A-071,SYSTEM UNIT,SYSTEM UNIT,Assigned,IT/CCTV,5,,
IL-CPU-N/A-072,SYSTEM UNIT,SYSTEM UNIT,Assigned,REGISTRATION,5,,
IL-CPU-N/A-073,SYSTEM UNIT,SYSTEM UNIT,Assigned,REGISTRATION,5,,
IL-CPU-N/A-074,SYSTEM UNIT,SYSTEM UNIT,Assigned,REGISTRATION,5,,
IL-CPU-N/A-075,SYSTEM UNIT,SYSTEM UNIT,Assigned,REGISTRATION,5,,
IL-CPU-N/A-076,SYSTEM UNIT,SYSTEM UNIT,Assigned,101-ANNEX,5,,
IL-CPU-N/A-077,SYSTEM UNIT,SYSTEM UNIT,Assigned,102-ANNEX,5,,
IL-CPU-N/A-078,SYSTEM UNIT,SYSTEM UNIT,Assigned,103-ANNEX,5,,
IL-CPU-N/A-079,SYSTEM UNIT,SYSTEM UNIT,Assigned,104-ANNEX,5,,
IL-CPU-N/A-080,SYSTEM UNIT,SYSTEM UNIT,Assigned,105-ANNEX,5,,
IL-CPU-N/A-081,SYSTEM UNIT,SYSTEM UNIT,Assigned,106-ANNEX,5,,
IL-CPU-N/A-082,SYSTEM UNIT,SYSTEM UNIT,Assigned,107-ANNEX,5,,
IL-CPU-N/A-083,SYSTEM UNIT,SYSTEM UNIT,Assigned,TRAINING-ANNEX,5,,
IL-CPU-N/A-084,SYSTEM UNIT,SYSTEM UNIT,Assigned,REGISTRATION,5,,
IL-CPU-N/A-085,SYSTEM UNIT,SYSTEM UNIT,Assigned,REGISTRATION,5,,
IL-CPU-N/A-086,SYSTEM UNIT,SYSTEM UNIT,Assigned,PAD SERVER,5,,
IL-CPU-N/A-087,SYSTEM UNIT,SYSTEM UNIT,Assigned,ECDIS SERVER,5,,
